chembl_id	accession	pref_name	organism	l1	l2	l3	l4	l5	l6	l7	l8
CHEMBL2111391	P21803	Fibroblast growth factor receptor	Mus musculus	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase FGFR family			
CHEMBL1846	P21817	Ryanodine receptor 1	Homo sapiens	Ion channel	Ligand-gated ion channel	Ryanodine receptor					
CHEMBL3198	P21836	Acetylcholinesterase	Mus musculus	Enzyme							
CHEMBL5838	P21860	Receptor tyrosine-protein kinase erbB-3	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase EGFR family			
CHEMBL2363049	P21860	Epidermal growth factor receptor	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase EGFR family			
CHEMBL219	P21917	Dopamine D4 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2097165	P21917	Dopamine receptors; D3 & D4	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2095396	P21917	Dopamine receptors; D2 & D4	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2096905	P21917	Dopamine receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2331075	P21917	D2-like dopamine receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL1850	P21918	Dopamine D5 receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2096905	P21918	Dopamine receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Dopamine receptor			
CHEMBL2095179	P21932	Adenylate cyclase	Rattus norvegicus	Enzyme							
CHEMBL2023	P21964	Catechol O-methyltransferase	Homo sapiens	Enzyme	Transferase						
CHEMBL2730	P21980	Protein-glutamine gamma-glutamyltransferase	Homo sapiens	Enzyme							
CHEMBL2079853	P21981	Protein-glutamine gamma-glutamyltransferase 2	Mus musculus	Enzyme							
CHEMBL4633	P22001	Voltage-gated potassium channel subunit Kv1.3	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2362996	P22001	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL3762	P22002	Voltage-gated L-type calcium channel alpha-1C subunit	Rattus norvegicus	Ion channel	Voltage-gated ion channel	Voltage-gated calcium channel					
CHEMBL2095177	P22002	Voltage-gated L-type calcium channel	Rattus norvegicus	Ion channel	Voltage-gated ion channel	Voltage-gated calcium channel					
CHEMBL3286078	P22004	Bone morphogenetic protein 6	Homo sapiens	Unclassified protein							
CHEMBL2111393	P22007	Farnesyltransferase	Saccharomyces cerevisiae S288c	Enzyme							
CHEMBL4240	P22061	Protein-beta-aspartate methyltransferase	Homo sapiens	Enzyme							
CHEMBL5898	P22079	Lactoperoxidase	Homo sapiens	Enzyme							
CHEMBL4996	P22083	Fucosyltransferase 4	Homo sapiens	Enzyme							
CHEMBL314	P22086	Alpha-2c adrenergic receptor	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL2093864	P22086	Adrenergic receptor alpha-2	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL2094111	P22086	Adrenergic receptor alpha	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL3972	P22102	GAR transformylase	Homo sapiens	Enzyme	Ligase						
CHEMBL2311244	P22118	DNA gyrase	Neisseria gonorrhoeae	Enzyme	Isomerase						
CHEMBL4206	P22141	Proteasome Macropain subunit	Saccharomyces cerevisiae S288c	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily			
CHEMBL3309032	P22188	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	Escherichia coli (strain K12)	Unclassified protein							
CHEMBL3507	P22199	Mineralocorticoid receptor	Rattus norvegicus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 3	Nuclear hormone receptor subfamily 3 group C	Nuclear hormone receptor subfamily 3 group C member 2			
CHEMBL5922	P22234	Multifunctional protein ADE2	Homo sapiens	Enzyme							
CHEMBL4289	P22273	Interleukin-6 receptor alpha chain	Rattus norvegicus	Membrane receptor							
CHEMBL5923	P22281	Aldehyde dehydrogenase 1, mitochondrial	Saccharomyces cerevisiae	Enzyme							
CHEMBL2094107	P22300	GABA-A receptor; anion channel	Bos taurus	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL220	P22303	Acetylcholinesterase	Homo sapiens	Enzyme	Hydrolase						
CHEMBL2095233	P22303	Cholinesterases; ACHE & BCHE	Homo sapiens	Enzyme	Hydrolase						
CHEMBL5950	P22307	Non-specific lipid-transfer protein	Homo sapiens	Enzyme							
CHEMBL1287617	P22309	UDP-glucuronosyltransferase 1-1	Homo sapiens	Enzyme							
CHEMBL3619	P22310	UDP-glucuronosyltransferase 1A4	Homo sapiens	Enzyme							
CHEMBL5924	P22314	Ubiquitin-like modifier-activating enzyme 1	Homo sapiens	Unclassified protein							
CHEMBL2160	P22392	Nucleoside diphosphate kinase 2	Homo sapiens	Enzyme							
CHEMBL3813	P22411	Dipeptidyl peptidase IV	Sus scrofa	Enzyme	Protease	Serine protease	Serine protease SC clan	Serine protease S9B subfamily			
CHEMBL2626	P22412	Renal dipeptidase	Sus scrofa	Enzyme	Protease	Metallo protease	Metallo protease MJ clan	Metallo protease M19 family			
CHEMBL5925	P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	Homo sapiens	Enzyme							
CHEMBL2649	P22437	Cyclooxygenase-1	Mus musculus	Enzyme							
CHEMBL2111349	P22437	Prostaglandin G/H synthase (cyclooxygenase)	Mus musculus	Enzyme							
CHEMBL3859	P22443	Cytochrome P450 19A1	Rattus norvegicus	Enzyme	Cytochrome P450	Cytochrome P450 family 19	Cytochrome P450 family 19A	Cytochrome P450 19A1			
CHEMBL3973	P22455	Fibroblast growth factor receptor 4	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase FGFR family			
CHEMBL2095217	P22455	Fibroblast growth factor receptor	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase FGFR family			
CHEMBL4205	P22459	Voltage-gated potassium channel subunit Kv1.4	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2362996	P22459	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL4306	P22460	Voltage-gated potassium channel subunit Kv1.5	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL2362996	P22460	Voltage-gated potassium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel				
CHEMBL5926	P22513	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	Trypanosoma cruzi	Enzyme							
CHEMBL1075280	P22518	Dual specificity protein kinase CLK1	Mus musculus	Enzyme							
CHEMBL2096979	P22571	Phosphodiesterase 6	Bos taurus	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6H				
CHEMBL3266	P22605	Retinoic acid receptor beta	Mus musculus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 1	Nuclear hormone receptor subfamily 1 group B	Nuclear hormone receptor subfamily 1 group B member 2			
CHEMBL2742	P22607	Fibroblast growth factor receptor 3	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase FGFR family			
CHEMBL2095217	P22607	Fibroblast growth factor receptor	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase FGFR family			
CHEMBL2743	P22612	cAMP-dependent protein kinase, gamma catalytic subunit	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKA family			
CHEMBL2094138	P22612	cAMP-dependent protein kinase (PKA)	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKA family			
CHEMBL3137265	P22626	HSP90 and hnRNPA2/B1	Homo sapiens	Unclassified protein							
CHEMBL1075026	P22629	Streptavidin	Streptomyces avidinii	Unclassified protein							
CHEMBL1163116	P22687	Cholesteryl ester transfer protein	Oryctolagus cuniculus	Unclassified protein							
CHEMBL2310	P22692	Insulin-like growth factor binding protein 4	Homo sapiens	Secreted protein							
CHEMBL2918	P22694	cAMP-dependent protein kinase beta-1 catalytic subunit	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKA family			
CHEMBL2094138	P22694	cAMP-dependent protein kinase (PKA)	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKA family			
CHEMBL2094133	P22723	GABA-A receptor; anion channel	Mus musculus	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL5875	P22732	Solute carrier family 2, facilitated glucose transporter member 5	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC02 family of hexose and sugar alcohol transporters				
CHEMBL2372	P22734	Catechol O-methyltransferase	Rattus norvegicus	Enzyme							
CHEMBL2810	P22735	Protein-glutamine gamma-glutamyltransferase K	Homo sapiens	Enzyme							
CHEMBL1293229	P22736	Nuclear receptor subfamily 4 group A member 1	Homo sapiens	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 4	Nuclear hormone receptor subfamily 4 group A	Nuclear hormone receptor subfamily 4 group A member 1			
CHEMBL3729	P22748	Carbonic anhydrase IV	Homo sapiens	Enzyme	Lyase						
CHEMBL2095180	P22748	Carbonic anhydrase	Homo sapiens	Enzyme	Lyase						
CHEMBL2919	P22756	Glutamate receptor ionotropic kainate 1	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Ionotropic glutamate receptor	Kainate receptor				
CHEMBL2094119	P22756	Glutamate receptor ionotropic, kainate	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Ionotropic glutamate receptor	Kainate receptor				
CHEMBL3509584	P22760	Arylacetamide deacetylase	Homo sapiens	Unclassified protein							
CHEMBL2328	P22771	Glycine receptor subunit alpha-2	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL3392921	P22771	Glycine receptor	Rattus norvegicus	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL1854	P22888	Luteinizing hormone/Choriogonadotropin receptor	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Glycohormone receptor	Glycohormone receptor			
CHEMBL4588	P22894	Matrix metalloproteinase 8	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MAM clan	Metallo protease M10A subfamily			
CHEMBL2095216	P22894	Collagenase	Homo sapiens	Enzyme	Protease	Metallo protease	Metallo protease MAM clan	Metallo protease M10A subfamily			
CHEMBL2176854	P22897	Macrophage mannose receptor 1	Homo sapiens	Unclassified protein							
CHEMBL2329	P22906	Dihydrofolate reductase	Candida albicans	Enzyme							
CHEMBL327	P22909	Alpha-2a adrenergic receptor	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL2093864	P22909	Adrenergic receptor alpha-2	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL2094111	P22909	Adrenergic receptor alpha	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL2094133	P22933	GABA-A receptor; anion channel	Mus musculus	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL4172	P22935	Cellular retinoic acid-binding protein II	Mus musculus	Other cytosolic protein							
CHEMBL1075078	P22939	Geranyltranstransferase	Escherichia coli K-12	Enzyme							
CHEMBL1075246	P22985	Xanthine dehydrogenase/oxidase	Rattus norvegicus	Enzyme							
CHEMBL4944	P23097	Matrix metalloproteinase 13	Rattus norvegicus	Enzyme	Protease	Metallo protease	Metallo protease MAM clan	Metallo protease M10A subfamily			
CHEMBL2869	P23109	AMP deaminase 1	Homo sapiens	Enzyme							
CHEMBL2265	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	Enzyme							
CHEMBL2128	P23204	Peroxisome proliferator-activated receptor alpha	Mus musculus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 1	Nuclear hormone receptor subfamily 1 group C	Nuclear hormone receptor subfamily 1 group C member 1			
CHEMBL221	P23219	Cyclooxygenase-1	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2094253	P23219	Cyclooxygenase	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL3716	P23229	Integrin alpha-6	Homo sapiens	Membrane receptor							
CHEMBL3025	P23280	Carbonic anhydrase VI	Homo sapiens	Enzyme	Lyase						
CHEMBL2095180	P23280	Carbonic anhydrase	Homo sapiens	Enzyme	Lyase						
CHEMBL2075	P23284	Cyclophilin B	Homo sapiens	Enzyme							
CHEMBL3497	P23291	Casein kinase I homolog 1	Saccharomyces cerevisiae S288c	Enzyme	Kinase	Protein Kinase	CK1 protein kinase group	CK1 protein kinase CK1 family			
CHEMBL4992	P23298	Protein kinase C eta	Mus musculus	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC eta subfamily		
CHEMBL3480	P23316	Chitin synthase 1	Candida albicans	Enzyme							
CHEMBL2366568	P23316	Chitin synthase	Candida albicans	Enzyme							
CHEMBL2479	P23336	N-acetyllactosaminide alpha-1,3-galactosyltransferase	Mus musculus	Enzyme							
CHEMBL4477	P23385	Metabotropic glutamate receptor 1	Rattus norvegicus	Membrane receptor	Family C G protein-coupled receptor	Small molecule receptor (family C GPCR)	Neurotransmitter receptor (family C GPCR)	Metabotropic glutamate receptor			
CHEMBL2111335	P23385	Metabotropic glutamate receptor	Rattus norvegicus	Membrane receptor	Family C G protein-coupled receptor	Small molecule receptor (family C GPCR)	Neurotransmitter receptor (family C GPCR)	Metabotropic glutamate receptor			
CHEMBL1641341	P23395	Methionyl-tRNA synthetase	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Enzyme							
CHEMBL5845	P23415	Glycine receptor subunit alpha-1	Homo sapiens	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL2363052	P23415	Glycine receptor (alpha-1/beta)	Homo sapiens	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL5871	P23416	Glycine receptor subunit alpha-2	Homo sapiens	Ion channel	Ligand-gated ion channel	Glycine receptor					
CHEMBL2096979	P23439	Phosphodiesterase 6	Bos taurus	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6B				
CHEMBL4501	P23443	Ribosomal protein S6 kinase 1	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase RSK family	AGC protein kinase p70 subfamily		
CHEMBL2111330	P23443	Ribosomal protein S6 kinase (P70S6K)	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase RSK family	AGC protein kinase p70 subfamily		
CHEMBL1075221	P23457	3-alpha-hydroxysteroid dehydrogenase	Rattus norvegicus	Enzyme							
CHEMBL2835	P23458	Tyrosine-protein kinase JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL2363062	P23458	Janus Kinase (JAK)	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL3038491	P23458	JAK3/JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL3038492	P23458	JAK2/JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL3301390	P23458	JAK1/JAK2/TYK2	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL3301391	P23458	JAK1/TYK2	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakA family			
CHEMBL2835	P23458	Tyrosine-protein kinase JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL2363062	P23458	Janus Kinase (JAK)	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL3038491	P23458	JAK3/JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL3038492	P23458	JAK2/JAK1	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL3301390	P23458	JAK1/JAK2/TYK2	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL3301391	P23458	JAK1/TYK2	Homo sapiens	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase JakB family			
CHEMBL2706	P23467	Receptor-type tyrosine-protein phosphatase beta	Homo sapiens	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase			
CHEMBL4850	P23469	Receptor-type tyrosine-protein phosphatase epsilon	Homo sapiens	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase			
CHEMBL4905	P23470	Receptor-type tyrosine-protein phosphatase gamma	Homo sapiens	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase			
