CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL3287334	CC(=O)N1Cc2ccccc2CC1C(=O)N[C@H](Cc3ccc(I)cc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccc(I)cc4)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729095	8.37	0	test
CHEMBL3287333	CC(=O)N1Cc2ccccc2CC1C(=O)N[C@H](Cc3ccc(I)cc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc4ccc(cc4)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729094	7.7	0	test
CHEMBL3287331	CC(=O)N1Cc2ccccc2CC1C(=O)N[C@H](Cc3ccc(I)cc3)C(=O)N4Cc5ccccc5CC4C(=O)N[C@@H](Cc6ccc(I)cc6)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729093	6.94	0	test
CHEMBL3287330	CC(=O)N1Cc2ccccc2CC1C(=O)N[C@H](Cc3ccc(I)cc3)C(=O)N4Cc5ccccc5CC4C(=O)N[C@H](Cc6ccc(cc6)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729092	8.29	0	test
CHEMBL3287074	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(Cc3cccc4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729072	7.55	0	test
CHEMBL3287073	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3ccc(cc3)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729071	6.71	0	test
CHEMBL3287072	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3ccc(I)cc3)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729070	8.28	0	test
CHEMBL3287070	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N3Cc4ccccc4CC3C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729068	6.69	0	test
CHEMBL3287069	CC(=O)N[C@@H](Cc1ccc(O)c(I)c1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729066	8.72	0	test
CHEMBL3287068	CC(=O)N[C@H](Cc1ccc(I)cc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729065	7.12	0	test
CHEMBL3287067	CC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729064	7.32	0	test
CHEMBL275303	CC(=O)N1Cc2ccccc2C[C@@H]1C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729063	6.53	0	test
CHEMBL3287066	CC(=O)N1Cc2ccccc2CC1C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729062	7.82	0	test
CHEMBL3287065	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc3ccc(Cl)cc3)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729061	7.34	0	test
CHEMBL3287064	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3ccc(Cl)cc3)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729060	7.77	0	test
CHEMBL3287063	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729059	7.4	0	test
CHEMBL3287062	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729058	7.12	0	test
CHEMBL3287061	CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729057	7.4	0	test
CHEMBL3287060	CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729056	8.21	0	test
CHEMBL432201	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729055	7.49	0	test
CHEMBL3287324	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(I)cc1)C(=O)N2Cc3ccccc3CC2C(=O)N[C@H](Cc4ccc(cc4)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728962	9.59	0	test
CHEMBL3287323	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccc(I)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3ccc(I)cc3)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728961	9.92	0	test
CHEMBL3287322	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccc(I)cc2)C(=O)N3Cc4ccccc4CC3C(=O)N[C@H](Cc5ccc(cc5)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728960	9.62	0	test
CHEMBL3287341	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(I)cc1)C(=O)N2Cc3ccccc3CC2C(=O)N4Cc5ccccc5CC4C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729102	5.65	0	test
CHEMBL3287340	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(I)cc1)C(=O)N2Cc3ccccc3CC2C(=O)N[C@@H](Cc4ccc(I)cc4)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729101	6.69	0	test
CHEMBL3287059	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14729054	8.97	0	test
CHEMBL3287329	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728967	9.72	0	test
CHEMBL3287328	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N2Cc3ccccc3CC2C(=O)N[C@H](Cc4ccc(cc4)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728966	9.68	0	test
CHEMBL3287327	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3ccc(I)cc3)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728965	9.35	0	test
CHEMBL3287326	CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N3Cc4ccccc4CC3C(=O)N[C@H](Cc5ccc(cc5)[N+](=O)[O-])C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728964	9.4	0	test
CHEMBL3287325	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(I)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2014.0	orthosteric	14728963	9.54	0	test
CHEMBL598643	CC(C)N(C(=O)CN1C=CN(C(=O)[C@H](Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126583	5.97	0	train
CHEMBL598442	CC(C)N(C(=O)CN1C=CN(C(=O)[C@@H](Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126582	4.5	0	train
CHEMBL603468	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126581	5.49	0	train
CHEMBL605115	O=C(CN1C=CN(C(=O)[C@H](Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)N5CCCCc6ccccc56	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126580	7.0	0	train
CHEMBL596794	O=C(CN1C=CN(C(=O)[C@@H](Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)N5CCCCc6ccccc56	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126579	6.1	0	train
CHEMBL599867	O=C(CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)N5CCCCc6ccccc56	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126578	6.49	0	train
CHEMBL591061	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3nn(C)c4ccccc34)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126605	4.5	0	train
CHEMBL591041	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3n[nH]c4ccccc34)(OC)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126603	6.78	0	train
CHEMBL591037	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(OC(F)(F)F)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126602	6.82	0	train
CHEMBL591026	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(Cc3ccccc3)C(=O)C(Cc4n[nH]c5ccccc45)C2=O	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126601	4.5	0	train
CHEMBL591195	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(Cc3cccs3)C(=O)C(Cc4n[nH]c5ccccc45)(OC)C2=O	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126600	4.5	0	train
CHEMBL605970	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C3CCCCC3)C(=O)C(Cc4n[nH]c5ccccc45)C2=O	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126599	4.5	0	train
CHEMBL591194	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(cc5)N6CCOCC6	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126598	4.5	0	train
CHEMBL598831	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C3CCCCC3)C(=O)C(Cc4ccccc4)C2=O	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126597	4.5	0	train
CHEMBL590841	COC1(Cc2n[nH]c3ccccc23)C(=O)N(CC(=O)N(C(C)C)c4ccc(F)cc4)C=CN(C1=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126596	7.35	0	train
CHEMBL590794	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3n[nH]c4cc(F)ccc34)C2=O)c5cccnc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126595	6.18	0	train
CHEMBL590955	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3cc[nH]n3)(Cc4n[nH]c5ccccc45)C2=O)c6ccccc6	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126594	5.98	0	train
CHEMBL604911	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3n[nH]c4ccccc34)C2=O)c5cccnc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126593	5.54	0	train
CHEMBL1237150	Br.CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(O)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126592	4.5	0	train
CHEMBL1237166	Cl.CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(O)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126591	6.0	0	train
CHEMBL606399	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(O)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126590	6.0	0	train
CHEMBL598617	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3cc(F)ccc23)C1=O)c4ccccc4)c5ccc(F)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126589	6.75	0	train
CHEMBL598616	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)c5ccc(F)cc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126588	6.55	0	train
CHEMBL590281	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3n[nH]c4cc(F)ccc34)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126587	6.45	0	train
CHEMBL596804	CC(C)N(C(=O)CN1C=CN(C(=O)[C@H](Cc2n[nH]c3cc(F)ccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126586	5.9	0	train
CHEMBL596602	CC(C)N(C(=O)CN1C=CN(C(=O)[C@@H](Cc2n[nH]c3cc(F)ccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126585	4.5	0	train
CHEMBL598021	CC(C)N(C(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3cc(F)ccc23)C1=O)c4ccccc4)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126584	6.27	0	train
CHEMBL598214	Fc1ccc2c(CC3C(=O)N(CC(=O)N4CCCCc5ccccc45)C=CN(C3=O)c6ccccc6)n[nH]c2c1	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126577	6.36	0	train
CHEMBL598011	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)[C@H](Cc3n[nH]c4ccccc34)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126576	6.47	0	train
CHEMBL598010	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)[C@@H](Cc3n[nH]c4ccccc34)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126575	4.5	0	train
CHEMBL598631	COc1ccc(cc1)N(C(C)C)C(=O)CN2C=CN(C(=O)C(Cc3n[nH]c4ccccc34)C2=O)c5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126574	6.15	0	train
CHEMBL591717	CC(C)N(C(=O)CN1C=CN(C)C(=O)C(Cc2n[nH]c3cc(F)ccc23)C1=O)c4ccc(F)cc4	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126608	4.5	0	train
CHEMBL598208	OP(=O)(CC(=O)CN1C=CN(C(=O)C(Cc2n[nH]c3ccccc23)C1=O)c4ccccc4)Oc5ccccc5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126607	4.5	0	train
CHEMBL591123	CCn1nc(CC2(OC)C(=O)N(CC(=O)N(C(C)C)c3ccc(OC)cc3)C=CN(C2=O)c4ccccc4)c5ccccc15	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2010.0	orthosteric	3126606	4.5	0	train
CHEMBL272538	CC(C)[C@H](NC(=O)CCN(C)C)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2008.0	orthosteric	2089611	9.0	0	train
CHEMBL403806	CC(C)[C@H](NC(=O)CCN(C)C)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@H]3CN(C[C@@H]3c4ccc(Cl)cc4)C5CCOCC5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2008.0	orthosteric	2089610	8.33	0	train
CHEMBL272956	CC(C)[C@H](NC(=O)CCN)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2008.0	orthosteric	2089609	8.66	0	train
CHEMBL404069	CC(C)[C@H](NC(=O)CN)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2008.0	orthosteric	2089608	8.7	0	train
CHEMBL256686	CC(C)[C@H](NC(=O)[C@@H](C)N)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5	CHEMBL259	P32245	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Melanocortin receptor				2008.0	orthosteric	2089606	8.14	0	train
